Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
07/15/2023,07:00,N,1.52,1.5,1.45,1.51,1.51
07/15/2023,08:00,N,1.61,1.5,1.45,1.6,1.6
07/15/2023,09:00,N,2.01,2,1.5,2,3.01
07/15/2023,10:00,N,1.62,3.31,1.5,2.72,2.72
07/15/2023,11:00,N,0.55,5.92,2.33,2.8,6.08
07/15/2023,12:00,N,1.13,7.84,5.31,5,8
07/15/2023,13:00,N,1.51,12.36,3.51,9.35,14.07
07/15/2023,14:00,N,2.61,39.79,7.5,42.48,42.48
07/15/2023,15:00,N,6.44,29.7,7.5,65,65
07/15/2023,16:00,N,10.38,39.98,7.5,145,179.22
07/15/2023,17:00,N,13.39,24.49,15.69,145,300.52
07/15/2023,18:00,N,24.49,39.98,37.98,145,233.76
07/15/2023,19:00,N,14.01,100.69,99.69,105,255.2
07/15/2023,20:00,N,15.04,225,225,108.46,300
07/15/2023,21:00,N,7.17,61.24,62.24,95,117.64
07/15/2023,22:00,N,4.98,5.46,7.5,30.29,30.29
07/15/2023,23:00,N,4.25,4.15,3,3.14,4.31
07/15/2023,24:00,N,1.59,1.35,1.45,2.2,1.51
07/16/2023,01:00,N,1.98,1.45,1.45,0.97,1.61
07/16/2023,02:00,N,1.47,1.15,1.15,0.85,1.51
07/16/2023,03:00,N,1.08,0.98,1.01,0.99,1.07
07/16/2023,04:00,N,0.58,1.01,1.01,0.98,1.07
07/16/2023,05:00,N,0.6,1.01,1.01,0.98,1.06
07/16/2023,06:00,N,0.79,1.2,1.15,0.98,1.2
07/16/2023,07:00,N,1.18,1.5,1.45,1.35,1.66
07/16/2023,08:00,N,1.72,1.6,1.45,1.44,1.76
07/16/2023,09:00,N,1.69,1.5,1.5,2,3.69
07/16/2023,10:00,N,1.69,3.5,1.5,2.5,2.72
07/16/2023,11:00,N,0.38,5.34,1.75,2.35,5.5
07/16/2023,12:00,N,0.51,6.55,2,3.69,8
07/16/2023,13:00,N,1.05,6.55,2.51,4.15,8.83
07/16/2023,14:00,N,2.09,14.04,2.51,12.55,14.2
07/16/2023,15:00,N,5.17,15.2,10,19.39,24.36
07/16/2023,16:00,N,9.01,14.49,12.49,42.54,58.63
07/16/2023,17:00,N,15.74,18.2,16.2,45.3,78.82
07/16/2023,18:00,N,15.15,20.15,18.15,45.3,86.02
07/16/2023,19:00,N,17.12,24.2,24.2,32.15,111.25
07/16/2023,20:00,N,34.25,56.25,56.25,31.3,180.27
07/16/2023,21:00,N,7.01,43.1,44.1,34.3,141.6
07/16/2023,22:00,N,5.76,5.75,9.56,13.1,29.56
07/16/2023,23:00,N,4.25,4.13,3.01,3.14,5.51
07/16/2023,24:00,N,2.68,1.15,1.45,1.36,2.72
07/17/2023,01:00,N,2.19,1.2,1.2,1.16,1.2
07/17/2023,02:00,N,1.27,1.15,1.15,0.96,1.2
07/17/2023,03:00,N,1.11,1.01,1.01,1,1.01
07/17/2023,04:00,N,0.56,1,1,0.99,1
07/17/2023,05:00,N,0.63,1.01,1.01,0.99,1.01
07/17/2023,06:00,N,0.88,1.04,1.04,0.99,1.04
07/17/2023,07:00,N,1.55,1.45,1.45,1.5,1.54
07/17/2023,08:00,N,1.55,1.45,1.45,1.52,1.54
07/17/2023,09:00,N,2.99,1.5,1.5,1.9,3.03
07/17/2023,10:00,N,2.61,2.51,1.5,2,2.54
07/17/2023,11:00,N,1,3.53,1.53,2,3.69
07/17/2023,12:00,N,0.82,6.11,2.52,2.35,6.27
07/17/2023,13:00,N,1.07,7.49,3,4.15,9.15
07/17/2023,14:00,N,3.11,16.2,7.35,15.17,34.37
07/17/2023,15:00,N,5.71,50,27.8,82.65,101.39
07/17/2023,16:00,N,12.92,29.18,27.18,110.3,207.47
07/17/2023,17:00,N,26.92,75,75,114,285.52
07/17/2023,18:00,N,15.15,75,74,109.57,184.88
07/17/2023,19:00,N,15.15,77.2,77.2,55.3,153.09
07/17/2023,20:00,N,22.3,211.67,211.67,78,265.29
07/17/2023,21:00,N,8.53,85,90,60.3,121.66
07/17/2023,22:00,N,7.01,1.5,13.92,11.39,19.15
07/17/2023,23:00,N,4.25,3.49,3.49,2.8,4.7
07/17/2023,24:00,N,3.5,1.15,1.5,1.36,1.55
07/18/2023,01:00,N,3.22,1.2,1.2,0.99,1.25
07/18/2023,02:00,N,1.98,1.15,1.15,0.4,1.21
07/18/2023,03:00,N,1.98,1.01,1.01,0.99,1.01
07/18/2023,04:00,N,1.13,1.01,1.01,0.98,1.01
07/18/2023,05:00,N,1.13,1.01,1.01,0.98,1.01
07/18/2023,06:00,N,1.13,1.04,1.04,0.98,1.04
07/18/2023,07:00,N,1.98,1.53,1.45,1.36,1.69
07/18/2023,08:00,N,1.98,1.5,1.45,1.5,1.86
07/18/2023,09:00,N,3.52,2.25,1.5,1.75,3.64
07/18/2023,10:00,N,3.35,3.25,1.5,2,3.25
07/18/2023,11:00,N,3.66,5.52,3.52,1.42,3.58
07/18/2023,12:00,N,5.68,7.5,5.5,2.12,5.5
07/18/2023,13:00,N,7.11,8.97,6.97,2.15,7.02
07/18/2023,14:00,N,1.61,12.4,3.55,3.2,12.6
07/18/2023,15:00,N,5.25,18.85,10,16.12,19.8
07/18/2023,16:00,N,7.86,34.6,34.6,26.21,50.12
07/18/2023,17:00,N,9.64,39.8,39.8,25.38,63.59
07/18/2023,18:00,N,19.33,28.8,28.8,19.43,47.58
07/18/2023,19:00,N,15.15,34.6,34.6,20,73.6
07/18/2023,20:00,N,7.51,48.56,48.56,20,98.56
07/18/2023,21:00,N,7.01,35,36,19.64,60.15
07/18/2023,22:00,N,4.98,2.9,2.9,5.9,5.15
07/18/2023,23:00,N,2.99,2.51,2.5,2.5,2.01
07/18/2023,24:00,N,3.03,0.8,1.25,1.23,0.85
07/19/2023,01:00,N,3.32,1.3,1.3,0.92,1.35
07/19/2023,02:00,N,2.99,1.18,1.18,0.25,1.24
07/19/2023,03:00,N,1.98,1.15,1.15,0.96,1.2
07/19/2023,04:00,N,1.13,1.01,1.01,0.82,1.01
07/19/2023,05:00,N,1.13,1.01,1.01,0.94,1.01
07/19/2023,06:00,N,1.25,1.15,1.15,0.94,1.15
07/19/2023,07:00,N,2.13,1.65,1.45,1.23,1.69
07/19/2023,08:00,N,2.33,1.85,1.45,1.35,2.01
07/19/2023,09:00,N,3.5,2.19,1.51,1.6,3.54
07/19/2023,10:00,N,3.06,3.46,1.5,2,2.93
07/19/2023,11:00,N,4.39,6.39,4.39,1.23,4.44
07/19/2023,12:00,N,7.85,9.85,7.71,2.15,7.71
07/19/2023,13:00,N,10.21,12.17,10.17,2.5,10.23
07/19/2023,14:00,N,2.3,17.45,15.45,3.14,19.2
07/19/2023,15:00,N,4.99,19.05,17.05,15,20.8
07/19/2023,16:00,N,8.56,43.1,43.1,19.69,48.42
07/19/2023,17:00,N,10,67.9,67.9,25.77,80.1
07/19/2023,18:00,N,15.15,54.5,54.5,20,56.75
07/19/2023,19:00,N,15.15,64.33,64.33,19.08,68.33
07/19/2023,20:00,N,7.17,75.1,76.1,19.69,92.92
07/19/2023,21:00,N,6.98,62.19,62.19,19.52,62.25
07/19/2023,22:00,N,4.98,1.66,1.66,3.14,5.15
07/19/2023,23:00,N,2.79,2.67,2.67,2.04,2.72
07/19/2023,24:00,N,3.03,1.08,1.25,0.99,1.24
07/20/2023,01:00,N,3.01,1.2,1.2,0.91,1.25
07/20/2023,02:00,N,1.98,1.15,1.15,0.25,1.2
07/20/2023,03:00,N,1.98,1.01,1.01,0.95,1.01
07/20/2023,04:00,N,1.1,1,1.01,0.68,1.01
07/20/2023,05:00,N,1.11,1.01,1.01,0.92,1.01
07/20/2023,06:00,N,0.69,1.25,1.15,0.68,1.15
07/20/2023,07:00,N,1.98,1.88,1.5,1.22,2.04
07/20/2023,08:00,N,2.43,1.95,1.45,1.25,2.72
07/20/2023,09:00,N,2.69,2.51,1.6,1.6,4.3
07/20/2023,10:00,N,2.69,3.88,1.88,2,3.69
07/20/2023,11:00,N,0.68,5.28,1.69,2.14,5.44
07/20/2023,12:00,N,1.17,8.7,1.65,3.85,9.9
07/20/2023,13:00,N,5.46,22.69,6.01,14.03,28.19
07/20/2023,14:00,N,6.84,41.39,29.54,22.34,45.3
07/20/2023,15:00,N,37.4,41.4,17.89,58.5,92.89
07/20/2023,16:00,N,112.9,113.38,5.69,122.53,200.3
07/20/2023,17:00,N,133.52,138.52,137.52,150.2,282.42
07/20/2023,18:00,N,104.3,118.1,117.1,145.2,268.1
07/20/2023,19:00,N,70.02,145.6,145.6,95.2,270.6
07/20/2023,20:00,N,79.6,440.39,441.39,100.2,449.82
07/20/2023,21:00,N,31.82,266.39,267.39,95.2,271.33
07/20/2023,22:00,N,7.01,7.49,13.56,14.55,16.06
07/20/2023,23:00,N,4.77,5.25,5.25,5.45,7.1
07/20/2023,24:00,N,2.25,1.5,1.5,2.01,2.04
07/21/2023,01:00,N,3.01,1.3,1.3,0.9,1.36
07/21/2023,02:00,N,1.27,1.15,1.15,0.25,1.21
07/21/2023,03:00,N,1.23,1.11,1.11,0.94,1.11
07/21/2023,04:00,N,0.73,1.11,1.11,0.67,1.11
07/21/2023,05:00,N,0.71,1.03,1.11,0.91,1.11
07/21/2023,06:00,N,0.67,1.17,1.15,0.67,1.15
07/21/2023,07:00,N,1.6,1.5,1.45,1.25,1.55
07/21/2023,08:00,N,1.7,1.58,1.45,1.36,1.69
07/21/2023,09:00,N,2.68,2,2,2,2.72
07/21/2023,10:00,N,2.68,3.74,2,2.04,2.72
07/21/2023,11:00,N,0.54,6.95,2.92,2.05,5.31
07/21/2023,12:00,N,0.82,8.41,6.25,3.69,8.5
07/21/2023,13:00,N,1.06,23.7,5,12.8,23.7
07/21/2023,14:00,N,6.03,67.77,9,36.39,74.16
07/21/2023,15:00,N,11.92,118.59,116.59,85.2,140.49
07/21/2023,16:00,N,26.03,144.75,144.75,145.74,248.19
07/21/2023,17:00,N,28.75,170.65,170.65,150.2,273.44
07/21/2023,18:00,N,15.15,100,98,124.24,172.99
07/21/2023,19:00,N,10.16,74.69,74.69,78,140.11
07/21/2023,20:00,N,15.15,126.49,127.49,88.51,191.31
07/21/2023,21:00,N,12.28,60.5,61.5,35.3,65.2
07/21/2023,22:00,N,5.76,6.15,6.15,10.2,12.7
07/21/2023,23:00,N,4.25,4.02,4.02,3.14,6.9
07/21/2023,24:00,N,3.03,1,1.45,1.36,0.08
07/22/2023,01:00,N,2.13,1.3,1.3,0.97,1.35
07/22/2023,02:00,N,1.27,1.17,1.2,0.32,1.26
07/22/2023,03:00,N,1.21,1.11,1.11,0.94,1.16
07/22/2023,04:00,N,0.31,1.11,1.11,0.66,1.11
07/22/2023,05:00,N,0.3,1.11,1.11,0.9,1.11
07/22/2023,06:00,N,0.32,1.3,1.11,0.66,1.11
07/22/2023,07:00,N,1.56,1.5,1.5,1.23,1.55
07/22/2023,08:00,N,1.55,1.45,1.45,1.36,1.51
07/22/2023,09:00,N,2.41,2.19,1.51,1.6,2.51
07/22/2023,10:00,N,1.82,2.9,1.51,2,2.63
07/22/2023,11:00,N,0.82,4,2,2.04,4.09
07/22/2023,12:00,N,0.98,5.74,2,3.14,5.83
07/22/2023,13:00,N,1.42,12.28,4.01,3.14,12.44
07/22/2023,14:00,N,1.82,24.84,9,17.94,25
07/22/2023,15:00,N,3.33,24.49,9,36.2,36.2
07/22/2023,16:00,N,10.01,14.98,9,74.91,115.98
07/22/2023,17:00,N,10.01,69.98,69.98,80.2,135.1
07/22/2023,18:00,N,70,120.3,118.3,75.2,124.16
07/22/2023,19:00,N,50.5,111.21,111.21,50.79,125
07/22/2023,20:00,N,7.52,190.99,191.15,85.2,191.15
07/22/2023,21:00,N,7.01,119.74,120.1,54.34,120.1
07/22/2023,22:00,N,5.76,6.24,11.36,13.61,13.61
07/22/2023,23:00,N,3.5,3.38,3.01,3.14,3.54
07/22/2023,24:00,N,2.25,1,1.45,1.3,0.09
07/23/2023,01:00,N,1.98,1.45,1.45,0.97,1.51
07/23/2023,02:00,N,1.51,1.39,1.44,0.33,1.5
07/23/2023,03:00,N,1.13,1.03,1.11,0.96,1.11
07/23/2023,04:00,N,0.33,1.11,1.11,0.92,1.11
07/23/2023,05:00,N,0.19,1.11,1.11,0.89,1.11
07/23/2023,06:00,N,0.01,1.3,1.11,0.92,1.11
07/23/2023,07:00,N,1.46,1.45,1.45,1.25,1.45
07/23/2023,08:00,N,1.55,1.45,1.45,1.36,1.5
07/23/2023,09:00,N,2.29,2.1,1.51,1.6,2.47
07/23/2023,10:00,N,1.69,2.72,1.51,2,2.72
07/23/2023,11:00,N,0.89,4.95,1.51,2.04,3.1
07/23/2023,12:00,N,0.92,6.55,1.65,2.72,5.4
07/23/2023,13:00,N,1.28,10.66,2.34,3.14,6.09
07/23/2023,14:00,N,1.51,20,6.27,13.41,21.27
07/23/2023,15:00,N,2.89,20,9,31.86,33.2
07/23/2023,16:00,N,7.21,58.55,9,75.2,129.04
07/23/2023,17:00,N,7.11,54.3,52.3,100.2,206.04
07/23/2023,18:00,N,50.5,69.53,67.53,100.2,194.53
07/23/2023,19:00,N,50.5,69.98,69.98,78.03,180.33
07/23/2023,20:00,N,8.81,199,199,75.2,273.91
07/23/2023,21:00,N,7.01,85.7,88.7,55.2,99.4
07/23/2023,22:00,N,5.76,5.66,5.66,10.1,13.8
07/23/2023,23:00,N,3.12,3,3,2.15,3.11
07/23/2023,24:00,N,3.03,1.11,1.56,1.23,0.08
07/24/2023,01:00,N,3.16,1.15,1.15,0.97,1.2
07/24/2023,02:00,N,1.98,1.14,1.14,0.4,1.2
07/24/2023,03:00,N,1.23,1.11,1.11,0.95,1.11
07/24/2023,04:00,N,1.12,1.11,1.11,0.91,1.11
07/24/2023,05:00,N,1.12,1.11,1.11,0.88,1.11
07/24/2023,06:00,N,0.41,1.3,1.2,0.91,1.2
07/24/2023,07:00,N,1.62,1.5,1.5,1.3,1.56
07/24/2023,08:00,N,1.62,1.5,1.5,1.5,1.56
07/24/2023,09:00,N,2.68,2,2,2,2.72
07/24/2023,10:00,N,2.29,2.9,1.69,2,2.63
07/24/2023,11:00,N,1,3.65,1.65,1.6,2.72
07/24/2023,12:00,N,1.12,5.75,3.75,2.12,4.44
07/24/2023,13:00,N,1.47,7.35,5.35,2.72,6.05
07/24/2023,14:00,N,2.47,19.98,14.3,11.7,21.7
07/24/2023,15:00,N,4.71,28.2,26.2,27.6,43.1
07/24/2023,16:00,N,7.11,76.6,76.6,72.55,109.44
07/24/2023,17:00,N,7.86,84.6,84.6,65.2,116.9
07/24/2023,18:00,N,19.98,45.19,43.19,66.05,100
07/24/2023,19:00,N,15.15,36.2,36.2,57.2,92.57
07/24/2023,20:00,N,9.55,52.2,52.2,65.2,123
07/24/2023,21:00,N,7.16,33.73,34.09,25.6,37.84
07/24/2023,22:00,N,5.31,5.19,5.19,4.5,8.94
07/24/2023,23:00,N,4.25,3.11,3.11,2.05,3.21
07/24/2023,24:00,N,4.25,1,1.45,1.23,0.08
07/25/2023,01:00,N,3.5,1.24,1.24,0.96,1.24
07/25/2023,02:00,N,2.99,1.11,1.11,0.32,1.16
07/25/2023,03:00,N,2.13,1.11,1.11,0.94,1.11
07/25/2023,04:00,N,1.98,1.11,1.11,0.9,1.11
07/25/2023,05:00,N,1.98,1.13,1.11,0.87,1.11
07/25/2023,06:00,N,1.34,1.3,1.2,0.9,1.2
07/25/2023,07:00,N,2.11,1.63,1.5,1.23,1.6
07/25/2023,08:00,N,2.99,1.63,1.5,1.5,1.6
07/25/2023,09:00,N,3,2.34,1.51,1.75,2.72
07/25/2023,10:00,N,3.06,3.09,1.5,1.6,2.84
07/25/2023,11:00,N,1.51,3.25,1.51,1.6,2.84
07/25/2023,12:00,N,2.15,4.15,1.65,2.04,2.99
07/25/2023,13:00,N,0.71,6,1.66,2,3.69
07/25/2023,14:00,N,0.94,8.6,2,3.14,10.1
07/25/2023,15:00,N,3.13,11.35,7.69,11.44,11.44
07/25/2023,16:00,N,7.11,12.4,9.94,19.54,25
07/25/2023,17:00,N,7.11,21.5,19.5,20,26.8
07/25/2023,18:00,N,14.05,19.05,17.05,15.6,20.8
07/25/2023,19:00,N,15.15,20.4,20.4,10,24.34
07/25/2023,20:00,N,5.11,36.69,37.14,15.6,45.4
07/25/2023,21:00,N,7.01,27.65,29.65,12.89,33.4
07/25/2023,22:00,N,3.07,1.65,1.65,2.72,2.72
07/25/2023,23:00,N,4.25,2.29,2.23,1.23,2.33
07/25/2023,24:00,N,4.25,1.08,1.45,1,1.24
07/26/2023,01:00,N,3.5,1.94,1.94,0.95,1.96
07/26/2023,02:00,N,2.99,1.9,1.9,0.25,1.95
07/26/2023,03:00,N,1.98,1.45,1.45,0.93,1.45
07/26/2023,04:00,N,1.57,1.45,1.45,0.89,1.45
07/26/2023,05:00,N,1.57,1.45,1.45,0.86,1.45
07/26/2023,06:00,N,1.6,1.5,1.5,0.89,1.5
07/26/2023,07:00,N,2.69,2.21,2,1.23,2.18
07/26/2023,08:00,N,2.58,2.1,1.69,1.44,2.14
07/26/2023,09:00,N,2.98,2.01,2.01,1.81,2.97
07/26/2023,10:00,N,2.97,2.87,2,2.04,2.84
07/26/2023,11:00,N,1.51,3.51,2,1.8,3
07/26/2023,12:00,N,1.51,4.95,2.01,2.12,3.69
07/26/2023,13:00,N,0.89,5.03,3.03,2.05,5.45
07/26/2023,14:00,N,1.39,7.7,5.7,3.14,10.1
07/26/2023,15:00,N,2.92,11.75,9.75,10.96,16.85
07/26/2023,16:00,N,10.01,11.94,9.94,19.69,39.05
07/26/2023,17:00,N,8.92,11.94,9.94,19.69,45.4
07/26/2023,18:00,N,15.15,20.3,16.3,20.2,32.3
07/26/2023,19:00,N,15.15,19.64,17.64,19.64,34.66
07/26/2023,20:00,N,8.08,60.6,61.05,19.69,73.03
07/26/2023,21:00,N,7.01,44,44.36,18,45.36
07/26/2023,22:00,N,4.98,2.01,2.01,6.84,6.84
07/26/2023,23:00,N,2.99,2.03,2.01,2.07,2.07
07/26/2023,24:00,N,3.5,1.15,2,1,2
07/27/2023,01:00,N,2.48,2,2,0.94,2.05
07/27/2023,02:00,N,1.62,1.5,1.5,0.62,1.5
07/27/2023,03:00,N,1.57,1.45,1.45,0.92,1.45
07/27/2023,04:00,N,1.55,1.45,1.45,0.88,1.45
07/27/2023,05:00,N,1.55,1.45,1.45,0.85,1.45
07/27/2023,06:00,N,0.54,1.45,1.45,0.88,1.45
07/27/2023,07:00,N,1.83,1.71,1.69,1.23,1.74
07/27/2023,08:00,N,2.62,1.64,1.5,1.3,1.69
07/27/2023,09:00,N,2.96,2.51,2,1.92,3
07/27/2023,10:00,N,2.69,3.25,1.51,2,2.72
07/27/2023,11:00,N,1.03,5.89,1.99,1.99,2.99
07/27/2023,12:00,N,1.19,7.84,2.01,2.15,8
07/27/2023,13:00,N,1.4,10.1,2.01,2.72,9.86
07/27/2023,14:00,N,1.65,9.9,7.9,13.1,15.3
07/27/2023,15:00,N,2.93,6.98,2.98,18,22.06
07/27/2023,16:00,N,7.11,28.6,3.69,34.65,43.3
07/27/2023,17:00,N,7.21,32.6,30.6,33.6,46.87
07/27/2023,18:00,N,10.01,25,25,25,32.3
07/27/2023,19:00,N,7.01,21.97,19.97,20.2,35.46
07/27/2023,20:00,N,6.98,37.21,37.21,38.2,77.6
07/27/2023,21:00,N,6.42,34.47,35.47,36.45,58.49
07/27/2023,22:00,N,4.98,2.01,2.01,7.25,12.5
07/27/2023,23:00,N,3.47,3.02,3,3.14,3.06
07/27/2023,24:00,N,3.5,1.15,2.01,1.3,2.01
07/28/2023,01:00,N,2.44,1.96,1.96,0.93,2.01
07/28/2023,02:00,N,1.62,1.5,1.5,0.36,1.5
07/28/2023,03:00,N,1.55,1.45,1.45,0.92,1.45
07/28/2023,04:00,N,0.69,1.41,1.45,0.87,1.45
07/28/2023,05:00,N,0.69,1.36,1.45,0.84,1.45
07/28/2023,06:00,N,0.69,1.45,1.45,0.87,1.45
07/28/2023,07:00,N,1.74,1.95,1.56,1.23,1.56
07/28/2023,08:00,N,2.23,1.75,1.7,1.35,1.75
07/28/2023,09:00,N,2.69,2.59,2.01,2,3.64
07/28/2023,10:00,N,2.69,3.64,1.9,2,2.84
07/28/2023,11:00,N,1.01,5.92,2,2,2.99
07/28/2023,12:00,N,1,7.25,5.25,2.21,6.25
07/28/2023,13:00,N,1.34,10.6,4.65,3.14,6.9
07/28/2023,14:00,N,1.58,16.3,12.3,13.73,22.3
07/28/2023,15:00,N,2.94,25.21,3.69,21.96,25.3
07/28/2023,16:00,N,9.01,36.3,34.3,30.6,43.28
07/28/2023,17:00,N,7.98,38.3,36.3,39.6,56.3
07/28/2023,18:00,N,9.98,21.97,17.97,30.6,38.16
07/28/2023,19:00,N,9.98,21.97,19.97,19.23,41.72
07/28/2023,20:00,N,8.9,46.13,47.13,35.68,87.13
07/28/2023,21:00,N,7.1,45,46,19.69,65.67
07/28/2023,22:00,N,4.98,1.5,2.01,10,10.1
07/28/2023,23:00,N,4.25,3.76,2.9,3.14,4.45
07/28/2023,24:00,N,2.25,1.14,1.45,1.3,1.3
07/29/2023,01:00,N,3.01,1.56,1.56,0.31,1.61
07/29/2023,02:00,N,1.98,1.45,1.45,0.31,1.45
07/29/2023,03:00,N,1.98,1.14,1.14,0.97,1.13
07/29/2023,04:00,N,1.26,1.15,1.15,0.86,1.15
07/29/2023,05:00,N,1.18,1.07,1.07,0.83,1.07
07/29/2023,06:00,N,0.54,1.2,1.2,0.86,1.19
07/29/2023,07:00,N,1.66,1.52,1.5,1.23,1.5
07/29/2023,08:00,N,1.98,1.5,1.5,1.25,1.5
07/29/2023,09:00,N,2.48,2.11,1.7,1.52,2.5
07/29/2023,10:00,N,2.11,2.8,1.51,1.52,2.01
07/29/2023,11:00,N,0.43,4.95,1.69,1.52,2.79
07/29/2023,12:00,N,0.61,6.6,2.01,3.14,4.65
07/29/2023,13:00,N,0.72,11.55,2.01,3.14,6.9
07/29/2023,14:00,N,0.91,19.29,2.01,18.2,18.38
07/29/2023,15:00,N,1.75,24.63,3.69,24.79,24.79
07/29/2023,16:00,N,9.01,11.49,9.49,45.6,57.25
07/29/2023,17:00,N,9.01,29.45,9.94,50.6,77.72
07/29/2023,18:00,N,15.15,27.14,10,54.45,59.54
07/29/2023,19:00,N,14.21,28.55,10,49,68.54
07/29/2023,20:00,N,6.73,60.32,60.76,61.75,116.54
07/29/2023,21:00,N,6.74,43.26,44.26,52.79,84.26
07/29/2023,22:00,N,4.98,2.01,2.01,11.55,15.39
07/29/2023,23:00,N,2.99,2.02,2,4.5,2.06
07/29/2023,24:00,N,3.03,1.08,1.45,1.24,1.24
07/30/2023,01:00,N,2.45,1.3,1.3,0.41,1.31
07/30/2023,02:00,N,1.52,0.94,1,0.41,1
07/30/2023,03:00,N,1.01,0.9,1,0.99,0.99
07/30/2023,04:00,N,0.27,1,1,0.94,1
07/30/2023,05:00,N,0.23,1,1,0.94,1
07/30/2023,06:00,N,0.07,1.12,1,0.94,1
07/30/2023,07:00,N,1.56,1.45,1.45,1.45,1.45
07/30/2023,08:00,N,1.59,1.45,1.45,1.45,1.45
07/30/2023,09:00,N,1.97,1.63,1.63,1.9,1.99
07/30/2023,10:00,N,2.09,1.99,1.51,1.9,1.99
07/30/2023,11:00,N,0.8,4.07,1.65,2,2.65
07/30/2023,12:00,N,0.87,6,2,2.72,3.85
07/30/2023,13:00,N,1.32,6.88,3.15,3.14,6.9
07/30/2023,14:00,N,2.03,19.76,12.3,18.56,19.92
07/30/2023,15:00,N,4.99,14.25,12.25,23.89,27.25
07/30/2023,16:00,N,9.01,48.4,46.4,52.97,62.03
07/30/2023,17:00,N,9.98,59.05,59.05,97.15,106.05
07/30/2023,18:00,N,44.91,62.4,62.4,75.85,83.05
07/30/2023,19:00,N,15.15,43.4,41.4,72.85,109.61
07/30/2023,20:00,N,12.84,93.05,95.05,95.85,266.14
07/30/2023,21:00,N,7.01,74.6,75.6,75.85,119.15
07/30/2023,22:00,N,3.07,2.01,2.01,14.56,20.1
07/30/2023,23:00,N,2.99,2.01,2.01,5.55,2.85
07/30/2023,24:00,N,3.03,1.15,1.59,1.9,1.9
07/31/2023,01:00,N,2.25,1.56,1.56,0.42,1.62
07/31/2023,02:00,N,1.52,1.13,1.19,0.42,1.19
07/31/2023,03:00,N,1.07,0.96,1,0.99,1
07/31/2023,04:00,N,0.3,1,1,0.94,1
07/31/2023,05:00,N,0.39,1,1,0.94,1
07/31/2023,06:00,N,0.62,1.15,1.15,0.94,1.15
07/31/2023,07:00,N,1.52,1.5,1.5,1.45,1.5
07/31/2023,08:00,N,1.64,1.5,1.5,1.5,1.58
07/31/2023,09:00,N,2.35,2.21,2,2,2.79
07/31/2023,10:00,N,2.69,2.9,1.79,2.04,2.79
07/31/2023,11:00,N,0.89,5.75,2,2.12,2.99
07/31/2023,12:00,N,0.95,8.95,2.01,5.6,8
07/31/2023,13:00,N,1.51,18.8,10.3,12.45,21.09
07/31/2023,14:00,N,3.58,29.2,10.3,35.94,48.4
07/31/2023,15:00,N,7.85,33.4,31.4,60.6,124.33
07/31/2023,16:00,N,10.4,72.15,70.15,145.15,243.66
07/31/2023,17:00,N,18.06,78.15,78.15,408.08,573.77
07/31/2023,18:00,N,41.17,88.15,86.15,234.93,373.31
07/31/2023,19:00,N,15.15,72.15,47.15,114.2,274.64
07/31/2023,20:00,N,18.59,126.15,127.15,325.15,993.65
07/31/2023,21:00,N,7.01,122.95,123.95,145.92,402.27
07/31/2023,22:00,N,5.76,5.62,6.02,15.9,34.95
07/31/2023,23:00,N,2.99,2,2.37,5.55,3.65
07/31/2023,24:00,N,3.03,1.01,1.45,1.82,1.82
08/01/2023,01:00,N,2.25,1.45,1.45,0.08,1.54
08/01/2023,02:00,N,1.27,1.13,1.13,0.08,1.19
08/01/2023,03:00,N,1.05,0.91,1,0.42,1
08/01/2023,04:00,N,1.12,1.01,1.01,0.25,1.01
08/01/2023,05:00,N,0.24,1,1,0.25,1
08/01/2023,06:00,N,0.36,1.1,1.01,0.25,1.01
08/01/2023,07:00,N,0.99,1.5,1.2,0.82,1.2
08/01/2023,08:00,N,1.56,1.45,1.45,0.92,1.45
08/01/2023,09:00,N,1.51,1.7,1.5,0.99,1.86
08/01/2023,10:00,N,1.51,3.25,1.5,0.99,2.72
08/01/2023,11:00,N,3.69,4.33,1.51,1.04,2.72
08/01/2023,12:00,N,0.94,8.15,1.69,2.72,7.85
08/01/2023,13:00,N,1.71,12.99,9.49,3.14,13.08
08/01/2023,14:00,N,3.48,36.35,9.49,21.2,36.3
08/01/2023,15:00,N,7.13,44.25,9.49,10.48,63.05
08/01/2023,16:00,N,10.5,73,71,18.77,96.05
08/01/2023,17:00,N,11.63,85,83,19.08,111.28
08/01/2023,18:00,N,7.21,94.3,92.3,19.69,109.76
08/01/2023,19:00,N,10.21,59.3,57.3,5.09,92.4
08/01/2023,20:00,N,7.37,133,133.44,18.15,162.05
08/01/2023,21:00,N,7.21,109.01,110.01,18.15,113.76
08/01/2023,22:00,N,4.98,2.96,2.96,3.14,10.19
08/01/2023,23:00,N,3.63,2,2.65,2.72,3.65
08/01/2023,24:00,N,2.25,1.45,1.45,0.99,1.24
08/02/2023,01:00,N,1.98,1.3,1.3,0.25,1.3
08/02/2023,02:00,N,1.15,1.01,1.01,0.25,1.06
08/02/2023,03:00,N,1.15,1.01,1.01,0.92,0.92
08/02/2023,04:00,N,1.14,1,1,0.62,0.91
08/02/2023,05:00,N,0.91,1,1,0.62,0.89
08/02/2023,06:00,N,0.67,1.01,1.01,0.62,0.08
